103,accountability,0.80
104,accountable,0.80
105,accountant,-0.25
106,accredited,0.80
107,accumulate,0.25
108,accurate,0.50
109,accurately,0.60
110,accursed,-0.50
111,accusation,-1.00
112,accusations,-0.75
113,accusative,-1.00
114,accuse,-0.50
115,accused,-0.50
116,accuser,-1.00
117,accuses,-0.50
118,accusing,-1.00
119,accusingly,-1.00
120,ace,0.80
121,acerbate,-1.00
122,ache,-0.75
123,ached,-1.00
124,aches,-0.50
125,achey,-0.80
126,achievable,0.80
127,achieve,1.00
128,achievement,0.50
129,achievements,1.00
130,aching,-0.75
131,achy,-1.00
132,acid,-0.40
133,acing,0.25
134,acknowledgment,0.40
135,acquire,0.80
136,acquired,0.80
137,acquiring,0.80
138,acquit,-0.25
139,acquits,-0.25
140,acquitted,-0.25
141,acquitting,-0.25
142,acrid,-0.50
143,acridly,-1.00
144,acridness,-1.00
145,acrimonious,-0.50
146,acrimoniously,-1.00
147,acrimony,-1.00
148,action,0.25
149,actionable,0.25
150,active,0.25
151,actual,0.40
152,actuality,-0.25
153,acuity,0.60
154,acumen,0.50
155,acute,-0.25
156,adapt,0.80
157,adaptable,0.50
158,adaptive,0.80
159,addict,-1.00
160,addicted,-0.50
161,addicting,-0.80
162,addiction,-1.00
163,addicts,-1.00
164,additional,0.25
165,addled,-0.60
166,addresses,-0.25
167,adept,1.00
168,adequacy,0.80
169,adequate,0.50
170,adhered,0.60
171,adjudicate,0.40
172,adjunct,-0.25
173,adjustable,0.40
174,adjustments,0.40
175,admirable,0.50
176,admirably,1.00
177,admiration,0.75
178,admire,1.00
179,admired,0.50
180,admirer,0.50
181,admires,1.00
182,admiring,0.75
183,admiringly,1.00
184,admissible,0.60
185,admit,0.60
186,admits,0.60
187,admitted,0.60
188,admonish,-0.50
189,admonished,-0.60
190,admonishingly,-0.60
191,admonishment,-0.60
192,admonition,-0.50
193,adolescent,0.25
194,adopt,0.50
195,adopts,0.40
196,adorable,0.75
197,adorably,1.00
198,adoration,1.00
199,adore,0.75
200,adored,0.50
201,adorer,1.00
202,adores,0.50
203,adoring,1.00
204,adoringly,1.00
205,adorn,0.40
206,adorned,0.40
207,adrenaline,-0.25
208,adrift,-0.80
209,adroit,0.60
210,adroitly,0.60
211,adulate,0.25
212,adulation,0.25
213,adulatory,0.25
214,adulterate,-1.00
215,adulterated,-0.50
216,adulteration,-1.00
217,adultery,-1.00
218,advance,0.80
219,advanced,0.75
220,advancement,1.00
221,advances,0.80
222,advantage,0.75
223,advantageous,0.50
224,advantageously,1.00
225,advantages,0.75
226,advent,0.80
227,adventure,0.50
228,adventures,0.25
229,adventuresome,1.00
230,adventurous,0.75
231,adversarial,-0.60
232,adversaries,-0.60
233,adversary,-0.75
234,adverse,-0.50
235,adversity,-0.50
236,advisable,1.00
237,advise,0.80
238,adviser,0.60
239,advocacy,0.60
240,advocate,0.60
241,advocated,0.60
242,advocates,0.60
243,aesthetic,0.25
244,aesthetics,0.25
245,affability,0.80
246,affable,0.50
247,affably,0.80
248,affectation,-0.40
249,affectations,-0.40
250,affection,1.00
251,affectionate,0.50
252,affiliated,0.25
253,affinity,0.80
254,affirm,0.50
255,affirmation,0.50
256,affirmative,0.50
257,affirmatively,0.80
258,afflict,-0.50
259,afflicted,-0.50
260,affliction,-0.75
261,afflictive,-1.00
262,affluence,0.50
263,affluent,0.50
264,afford,0.50
265,affordable,0.80
266,affordably,0.80
267,affront,-0.75
268,affronted,-1.00
269,aficionado,0.80
270,afraid,-0.75
271,aftermath,-0.50
272,aftertaste,-0.40
273,ageless,0.60
274,aggravate,-0.50
275,aggravated,-0.75
276,aggravates,-1.00
277,aggravating,-0.75
278,aggravation,-0.50
279,aggression,-0.75
280,aggressions,-1.00
281,aggressive,-1.00
282,aggressively,-1.00
283,aggressiveness,-1.00
284,aggressor,-0.50
285,aggrieved,-0.50
286,aghast,-1.00
287,agile,0.75
288,agilely,0.80
289,agility,0.75
290,agitated,-0.50
291,agitation,-1.00
292,aglow,0.80
293,agog,-0.25
294,agonies,-1.00
295,agonise,-1.00
296,agonises,-1.00
297,agonize,-0.50
298,agonized,-1.00
299,agonizes,-1.00
300,agonizing,-1.00
301,agonizingly,-1.00
302,agony,-0.50
303,agree,0.50
304,agreeable,0.75
305,agreeableness,1.00
306,agreeably,1.00
307,agreed,0.50
308,agreeing,1.00
309,agreement,0.50
310,agrees,0.50
311,aground,-0.50
312,ahead,0.80
313,aid,1.00
314,aiding,0.10
315,ail,-0.50
316,ailing,-0.50
317,ailment,-1.00
318,aimless,-0.50
319,alarm,-0.75
320,alarmed,-0.75
321,alarming,-0.75
322,alarmingly,-0.60
323,alarmist,-0.60
324,alarmists,-0.60
325,alas,-0.40
326,alcoholism,-1.00
327,alert,-0.25
328,alertness,0.60
329,alien,-0.60
330,alienate,-0.50
331,alienated,-0.75
332,alienating,-1.00
333,alienation,-0.75
334,alimentation,0.60
335,alimony,-0.40
336,alive,0.50
337,allay,0.60
338,allegation,-0.50
339,allegations,-0.80
340,allege,-0.50
341,alleges,-0.60
342,allegiance,0.50
343,allergic,-0.50
344,allergies,-0.50
345,allergy,-1.00
346,alleviate,1.00
347,alleviation,1.00
348,allied,1.00
349,allies,0.25
350,allow,0.25
351,allowable,0.80
352,allure,0.80
353,alluring,0.50
354,alluringly,0.80
355,ally,0.80
356,almighty,1.00
357,aloha,0.40
358,alone,-0.60
359,aloof,-0.50
360,alter,-0.25
361,altercation,-0.75
362,altruistic,1.00
363,altruistically,1.00
364,amaze,0.50
365,amazed,0.50
366,amazement,0.80
367,amazes,0.50
368,amazing,0.50
369,amazingly,0.50
370,ambiguous,-0.50
371,ambition,0.60
372,ambitions,-0.25
373,ambitious,0.50
374,ambitiously,0.80
375,ambivalence,-0.25
376,ambivalent,-0.50
377,ambrosia,0.40
378,ambush,-0.50
379,ameliorate,0.50
380,amen,0.60
381,amenable,0.50
382,amend,0.80
383,amends,0.80
384,amenity,0.25
385,amiability,1.00
386,amiable,0.50
387,amiably,0.80
388,amicability,1.00
389,amicable,0.50
390,amicably,1.00
391,amiss,-1.00
392,amity,-0.40
393,amnesia,-0.60
394,amnesty,1.00
395,amour,0.80
396,amphetamines,-0.40
397,ample,1.00
398,amply,1.00
399,amputate,-1.00
400,amputated,-1.00
401,amuse,0.75
402,amused,0.50
403,amusement,0.50
404,amusements,0.25
405,amusing,0.50
406,amusingly,0.80
407,anal,-0.60
408,analyst,0.25
409,analyze,0.25
410,analyzing,0.25
411,anaphylactic,-0.80
412,anarchism,-0.50
413,anarchist,-0.50
414,anarchistic,-0.80
415,anarchy,-0.50
416,anathema,-1.00
417,ancestor,0.25
418,ancestors,0.25
419,ancient,0.25
420,anecdotes,0.40
421,anemic,-1.00
422,angel,0.50
423,angelic,0.75
424,anger,-0.75
425,angers,-1.00
426,angina,-0.25
427,angling,0.25
428,angrily,-0.50
429,angriness,-1.00
430,angry,-0.75
431,angst,-1.00
432,anguish,-1.00
433,anguished,-1.00
434,animalistic,-0.80
435,animated,0.40
436,animation,0.25
437,animations,0.40
438,animosity,-0.75
439,animus,-0.40
440,annihilate,-0.50
441,annihilated,-1.00
442,annihilation,-0.50
443,annoy,-0.75
444,annoyance,-1.00
445,annoyances,-1.00
446,annoyed,-0.50
447,annoying,-0.75
448,annoyingly,-1.00
449,annoys,-0.50
450,annul,-0.25
451,annulment,-0.25
452,anointed,0.60
453,anomalous,-0.25
454,anomaly,-0.50
455,anonymity,-0.25
456,antagonism,-0.50
457,antagonist,-0.75
458,antagonistic,-0.75
459,antagonize,-0.50
460,antediluvian,-0.40
461,anthems,0.40
462,antibiotics,0.40
463,antichrist,-1.00
464,anticipating,-0.25
465,anticipation,0.25
466,antidote,0.80
467,antipathy,-0.50
468,antiquated,-0.50
469,antique,0.25
470,antiseptic,0.40
471,antisocial,-1.00
472,antithesis,-0.60
473,antithetical,-0.40
474,antsy,-0.80
475,anxieties,-1.00
476,anxiety,-1.00
477,anxious,-0.75
478,anxiously,-1.00
479,anxiousness,-1.00
480,apathetic,-0.75
481,apathetically,-0.60
482,apathy,-1.00
483,apeshit,-0.80
484,aplomb,0.80
485,apocalypse,-1.00
486,apocalyptic,-0.50
487,apologetic,0.60
488,apologist,-0.40
489,apologists,-0.40
490,apologize,0.80
491,apologized,0.80
492,apologizes,0.80
493,apologizing,0.80
494,apology,0.60
495,apotheosis,0.80
496,appall,-1.00
497,appalled,-0.50
498,appalling,-0.75
499,appallingly,-1.00
500,appeal,0.60
501,appealing,0.50
502,appearing,0.25
503,appease,0.60
504,appeased,0.60
505,appeases,0.60
506,appeasing,0.60
507,applaud,0.50
508,applauded,0.80
509,applauding,0.80
510,applauds,0.50
511,applause,0.50
512,appraisal,0.25
513,appreciable,0.80
514,appreciate,0.50
515,appreciated,0.75
516,appreciates,0.75
517,appreciating,0.80
518,appreciation,0.75
519,appreciative,1.00
520,appreciatively,1.00
521,apprehends,-0.80
522,apprehension,-0.75
523,apprehensions,-1.00
524,apprehensive,-0.75
525,apprehensively,-1.00
526,approbation,0.60
527,appropriate,1.00
528,appropriation,-0.40
529,approval,1.00
530,approve,0.50
531,approved,1.00
532,approves,1.00
533,approving,1.00
534,apropos,0.60
535,apt,0.50
536,aptitude,0.40
537,arbitrary,-0.50
538,arcade,0.60
539,arcane,-0.40
540,archaic,-0.50
541,archival,0.25
542,ardent,0.75
543,ardently,0.40
544,ardor,0.75
545,arduous,-0.50
546,arduously,-1.00
547,arguably,-0.40
548,argue,-0.50
549,argument,-0.80
550,argumentative,-0.50
551,arid,-0.25
552,aristocratic,-0.25
553,arouse,0.80
554,aroused,0.80
555,arraignment,-0.60
556,arrears,-0.80
557,arrest,-0.50
558,arrested,-0.50
559,arresting,-0.60
560,arrestingly,-0.60
561,arrests,-0.60
562,arrogance,-0.50
563,arrogant,-0.75
564,arrogantly,-0.80
565,arsenic,-1.00
566,arson,-1.00
567,art,0.60
568,articulate,0.50
569,articulation,0.25
570,artillery,-0.60
571,artisan,0.60
572,artisans,0.60
573,artist,0.60
574,artistic,0.60
575,artwork,0.60
576,ascendancy,0.10
577,ascension,0.50
578,ascent,0.80
579,ash,-0.40
580,ashamed,-1.00
581,ashes,-0.40
582,asinine,-0.50
583,aspersions,-0.60
584,asphyxiated,-1.00
585,aspiration,0.50
586,aspirations,0.80
587,aspire,0.50
588,aspiring,1.00
589,ass,-0.50
590,assail,-0.50
591,assailant,-1.00
592,assassin,-0.50
593,assassinate,-0.50
594,assassination,-0.50
595,assassinations,-1.00
596,assassins,-1.00
597,assault,-0.75
598,assaulted,-1.00
599,assembled,0.25
600,assembly,0.25
601,assent,0.40
602,asses,-0.60
603,asset,0.50
604,assets,0.50
605,assfucking,-1.00
606,asshole,-0.75
607,assist,0.80
608,assistance,0.80
609,assorted,0.25
610,assuage,1.00
611,assurance,0.50
612,assurances,0.80
613,assure,0.80
614,assured,0.80
615,assuredly,0.80
616,assures,0.80
617,assuring,0.80
618,astonish,0.25
619,astonished,0.50
620,astonishing,0.50
621,astonishingly,0.50
622,astonishment,0.50
623,astound,0.50
624,astounded,0.50
625,astounding,0.75
626,astoundingly,0.50
627,astray,-0.50
628,astringent,-0.40
629,astronaut,0.40
630,astute,1.00
631,astutely,1.00
632,asunder,-0.60
633,asymmetrically,-0.40
634,atheism,-0.10
635,athlete,0.60
636,athletic,0.50
637,atone,-0.25
638,atonement,-0.25
639,atrocious,-0.50
640,atrocities,-0.50
641,atrocity,-0.50
642,atrophy,-0.50
643,attack,-0.75
644,attacked,-1.00
645,attacker,-0.60
646,attacking,-0.50
647,attacks,-0.50
648,attain,0.80
649,attainable,0.80
650,attainment,0.80
651,attendance,0.40
652,attendant,0.40
653,attendants,0.40
654,attention,0.25
655,attentive,0.50
656,attenuated,-0.25
657,attenuation,-0.25
658,attorney,-0.25
659,attract,0.80
660,attracted,0.80
661,attracting,0.80
662,attraction,1.00
663,attractions,0.80
664,attractive,0.50
665,attractively,1.00
666,attractiveness,1.00
667,attracts,0.80
668,attune,0.40
669,audacious,-0.25
670,audaciously,-0.25
671,audaciousness,-0.25
672,audacity,-0.50
673,audible,0.10
674,audibly,0.40
675,augment,0.40
676,aunt,0.25
677,auspicious,0.50
678,austere,-0.50
679,austerity,-0.60
680,authentic,0.50
681,authenticity,0.10
682,authoritarian,-0.80
683,authoritative,0.25
684,authority,0.50
685,authorization,0.40
686,authorized,0.60
687,autocratic,-0.50
688,autonomous,0.60
689,autopsy,-0.60
690,available,0.80
691,avalanche,-0.50
692,avarice,-0.50
693,avenge,0.25
694,avenger,0.25
695,avenging,0.25
696,averse,-0.50
697,aversion,-0.50
698,avert,-0.25
699,averted,-0.50
700,averts,-0.60
701,avid,0.75
702,avidly,0.80
703,avoid,-0.50
704,avoidance,-0.80
705,avoided,-0.50
706,avoids,-0.80
707,await,-0.50
708,awaited,-0.25
709,awaits,-0.25
710,awaken,0.80
711,awakened,-0.25
712,award,0.75
713,awarded,0.50
714,awards,0.50
715,awed,0.40
716,awesome,0.60
717,awesomely,1.00
718,awesomeness,1.00
719,awestruck,0.60
720,awful,-0.75
721,awfully,-1.00
722,awfulness,-1.00
723,awkward,-0.50
724,awkwardness,-0.75
725,awol,-0.80
726,awry,-1.00
727,axe,-0.40
728,axed,-0.60
729,axes,-0.25
730,babble,-0.50
731,babbling,-0.50
732,baby,0.60
733,bachelor,0.60
734,backache,-1.00
735,backed,0.25
736,backpedaled,-0.80
737,backsides,-0.40
738,backward,-0.50
739,backwardness,-0.80
740,backwards,-0.40
741,backwater,-0.40
742,bacteria,-0.60
743,bacterium,-0.60
744,bad,-0.75
745,badass,0.40
746,badger,-0.50
747,badly,-0.75
748,badness,-1.00
749,baffle,-0.60
750,baffled,-0.60
751,bafflement,-0.60
752,baffling,-0.60
753,bailiff,-0.40
754,bailing,-0.40
755,bailout,-0.25
756,balance,0.60
757,balanced,0.50
758,balk,-0.50
759,ballet,0.60
760,ballooned,-0.25
761,ballot,0.25
762,bamboozle,-0.25
763,bamboozled,-0.25
764,bamboozles,-0.25
765,ban,-0.50
766,banal,-1.00
767,bandage,-0.25
768,bandit,-0.80
769,bane,-0.50
770,banish,-0.75
771,banished,-1.00
772,banishment,-0.50
773,bankrupt,-0.75
774,bankruptcy,-1.00
775,bankrupted,-1.00
776,banned,-1.00
777,banquet,0.60
778,banshee,-0.25
779,barb,-0.25
780,barbarian,-0.50
781,barbaric,-0.50
782,barbarically,-1.00
783,barbarism,-1.00
784,barbarity,-1.00
785,barbarous,-1.00
786,barbarously,-1.00
787,bargain,0.75
788,barred,-0.50
789,barren,-0.50
790,barricade,-0.60
791,barrier,-0.50
792,baseless,-0.50
793,bash,-0.60
794,bashed,-0.50
795,bashful,-0.25
796,bashing,-0.50
797,basking,0.80
798,bastard,-1.00
799,bastards,-0.75
800,bastion,-0.25
801,bath,0.40
802,battered,-0.50
803,battering,-0.40
804,battle,-0.50
805,battled,-0.60
806,battlefield,-0.60
807,battles,-0.60
808,battling,-0.60
809,bawdy,-0.25
810,bawl,-0.80
811,bayonet,-0.60
812,bazaar,-0.25
813,beachfront,0.25
814,beaded,-0.25
815,beamed,0.80
816,beaming,0.50
817,beast,-0.50
818,beastly,-0.50
819,beaten,-1.00
820,beating,-0.50
821,beauteous,0.80
822,beauties,0.25
823,beautification,0.80
824,beautiful,0.75
825,beautifully,1.00
826,beautify,0.75
827,beauty,0.50
828,beckon,0.60
829,beckoned,0.50
830,beckoning,0.60
831,beckons,0.60
832,bedlam,-0.80
833,bedrooms,0.25
834,beekeeper,0.25
835,befitting,0.40
836,befriend,1.00
837,befuddled,-0.60
838,beg,-0.75
839,beggar,-0.50
840,begging,-0.50
841,begrudgingly,-1.00
842,behemoth,-0.60
843,beholden,-0.40
844,belabor,-0.80
845,belated,-0.50
846,beleaguer,-0.60
847,belie,-0.60
848,believable,0.80
849,believer,0.60
850,believers,0.80
851,believing,0.80
852,belittle,-0.75
853,belittled,-0.50
854,belittling,-1.00
855,bellicose,-0.80
856,belligerence,-1.00
857,belligerent,-0.50
858,belligerently,-1.00
859,beloved,0.50
860,bemoan,-1.00
861,bemoaning,-1.00
862,bemused,-0.25
863,benefactor,0.75
864,beneficent,0.50
865,beneficial,0.50
866,beneficially,1.00
867,beneficiary,0.60
868,benefit,0.75
869,benefits,1.00
870,benefitted,1.00
871,benefitting,1.00
872,benevolence,0.50
873,benevolent,0.50
874,benevolently,1.00
875,benign,0.25
876,bent,-0.40
877,berate,-0.60
878,bereave,-0.50
879,bereaved,-0.50
880,bereavement,-0.50
881,bereaves,-1.00
882,bereaving,-1.00
883,bereft,-0.50
884,berserk,-0.50
885,beset,-0.60
886,besiege,-0.80
887,besmirch,-0.80
888,best,0.50
889,bestial,-0.50
890,bestknown,0.60
891,bestowed,0.80
892,bestseller,0.80
893,bestsellers,0.80
894,bestselling,0.80
895,betray,-0.75
896,betrayal,-0.75
897,betrayals,-1.00
898,betrayed,-1.00
899,betrayer,-1.00
900,betraying,-0.50
901,betrays,-0.50
902,betrothed,0.25
903,better,0.80
904,bettered,1.00
905,betterknown,0.60
906,betterment,1.00
907,bewail,-1.00
908,beware,-0.50
909,bewilder,-0.60
910,bewildered,-0.50
911,bewildering,-0.60
912,bewilderingly,-0.60
913,bewilderment,-0.50
914,bias,-0.75
915,biased,-1.00
916,bicker,-0.80
917,bickering,-0.50
918,biding,-0.25
919,big,0.25
920,bigot,-1.00
921,bigoted,-1.00
922,bigotry,-1.00
923,bile,-0.50
924,bilingual,0.40
925,biopsy,-0.60
926,birth,0.60
927,birthday,0.80
928,birthed,0.60
929,bitch,-1.00
930,bitches,-0.50
931,bitchy,-0.50
932,bite,-0.60
933,bitter,-0.50
934,bitterly,-1.00
935,bitterness,-0.75
936,bizarre,-0.75
937,blab,-0.80
938,blabber,-0.80
939,black,-0.25
940,blackened,-0.60
941,blackmail,-0.50
942,blackness,-0.25
943,blackout,-0.25
944,blah,-0.50
945,blame,-0.75
946,blamed,-0.50
947,blameful,-1.00
948,blameless,0.50
949,blames,-1.00
950,blameworthy,-1.00
951,blaming,-1.00
952,blanch,-0.25
953,bland,-0.50
954,blankly,-0.40
955,blare,-0.60
956,blaspheme,-0.50
957,blasphemer,-1.00
958,blasphemous,-0.50
959,blasphemy,-0.50
960,blast,-0.40
961,blasted,-0.40
962,blasts,-0.40
963,blatant,-0.50
964,blatantly,-0.25
965,blather,-0.50
966,blaze,-0.25
967,blazing,-0.25
968,bleak,-0.50
969,bleakly,-1.00
970,bleakness,-1.00
971,bled,-1.00
972,bleed,-0.50
973,bleeding,-0.50
974,bleeds,-0.50
975,blemish,-0.50
976,bless,1.00
977,blessed,1.00
978,blesses,0.80
979,blessing,0.75
980,blessings,0.50
981,blight,-1.00
982,blighted,-1.00
983,blind,-0.75
984,blinded,-1.00
985,blindfolded,-0.60
986,blinding,-0.80
987,blindingly,-0.80
988,blindly,-1.00
989,blindness,-0.80
990,blindside,-0.60
991,bliss,0.75
992,blissful,0.75
993,blissfully,1.00
994,blister,-0.50
995,blistering,-0.50
996,blithe,0.50
997,bloat,-0.60
998,bloated,-0.75
999,blob,-0.25
1000,block,-0.40
1001,blockade,-0.60
1002,blockage,-0.60
1003,blockbuster,0.50
1004,blocked,-0.40
1005,blockhead,-0.80
1006,blocking,-0.50
1007,blocks,-0.60
1008,bloodless,-0.40
1009,bloodshed,-0.75
1010,bloodshot,-0.80
1011,bloodthirsty,-0.50
1012,bloody,-0.75
1013,bloomed,0.80
1014,blossom,0.50
1015,blossoming,0.80
1016,blot,-0.25
1017,blow,-0.40
1018,blowhards,-0.80
1019,blowout,-0.60
1020,blubbery,-0.60
1021,bluff,-0.40
1022,blunder,-0.50
1023,blundering,-1.00
1024,blunders,-1.00
1025,blunt,-0.50
1026,blur,-0.50
1027,blurred,-0.50
1028,blurring,-0.40
1029,blurry,-0.50
1030,blurs,-0.50
1031,blurt,-0.40
1032,blurting,-0.40
1033,blush,0.60
1034,boastful,-0.50
1035,bodyguard,-0.25
1036,bog,-0.50
1037,bogus,-0.75
1038,bohemian,0.60
1039,boilerplate,-0.25
1040,bold,0.25
1041,boldly,0.25
1042,boldness,0.60
1043,bolster,0.25
1044,bomb,-0.75
1045,bombard,-0.50
1046,bombardiers,-0.40
1047,bombardment,-0.50
1048,bombastic,-0.60
1049,bombed,-1.00
1050,bombers,-0.60
1051,bombing,-1.00
1052,bonanza,0.80
1053,bondage,-0.50
1054,bonkers,-0.40
1055,bonus,0.50
1056,bonuses,0.80
1057,boob,-0.25
1058,booby,-0.50
1059,bookish,0.60
1060,boom,-0.40
1061,booming,-0.25
1062,boon,0.60
1063,boost,0.50
1064,boosted,0.25
1065,boosting,0.25
1066,boosts,0.25
1067,booze,-0.25
1068,bore,-0.75
1069,bored,-0.50
1070,boredom,-0.50
1071,boring,-1.00
1072,borrower,-0.25
1073,bossed,-0.60
1074,bossy,-1.00
1075,botch,-1.00
1076,botched,-1.00
1077,botching,-1.00
1078,bother,-0.75
1079,bothered,-0.50
1080,bothering,-0.75
1081,bothers,-0.50
1082,bothersome,-0.50
1083,botox,-0.40
1084,bottomless,-0.25
1085,bound,-0.25
1086,boundless,0.40
1087,bountiful,0.50
1088,bounty,0.50
1089,bouquet,0.80
1090,bout,-0.60
1091,bouts,-0.60
1092,bowed,-0.25
1093,bowels,-0.40
1094,boy,0.25
1095,boycott,-0.75
1096,boycotted,-0.80
1097,boycotting,-0.80
1098,boycotts,-0.80
1099,boyish,0.60
1100,bracing,-0.25
1101,brackish,-0.25
1102,brag,-0.25
1103,braggart,-0.80
1104,bragger,-0.80
1105,brainiest,0.60
1106,brainless,-0.50
1107,brains,0.60
1108,brainstorms,0.60
1109,brainwash,-1.00
1110,brainwashing,-1.00
1111,brainy,0.40
1112,brandishing,-0.60
1113,brash,-0.50
1114,brashly,-1.00
1115,brashness,-1.00
1116,brat,-1.00
1117,bratty,-1.00
1118,bravado,-0.50
1119,brave,0.50
1120,bravely,1.00
1121,bravery,0.50
1122,bravo,1.00
1123,brawl,-0.50
1124,brazen,-0.50
1125,brazenly,-0.25
1126,brazenness,-0.25
1127,breach,-0.75
1128,break,-0.25
1129,breakdown,-0.75
1130,breakfast,0.60
1131,breaking,-0.60
1132,breakneck,-0.25
1133,breaks,-0.40
1134,breakthrough,0.50
1135,breakthroughs,0.80
1136,breakup,-0.75
1137,breakups,-0.50
1138,breathtaking,0.50
1139,breathtakingly,1.00
1140,breeze,0.10
1141,bribe,-0.75
1142,bribery,-0.50
1143,bridal,0.60
1144,bride,0.60
1145,bridegroom,0.60
1146,bridesmaid,0.60
1147,brigade,-0.25
1148,bright,0.50
1149,brighten,0.50
1150,brightened,1.00
1151,brightens,1.00
1152,brighter,0.60
1153,brightest,0.75
1154,brightly,0.60
1155,brightness,0.50
1156,brilliance,0.50
1157,brilliances,0.80
1158,brilliant,1.00
1159,brilliantly,1.00
1160,brimstone,-0.50
1161,brisk,0.50
1162,bristle,-0.50
1163,bristled,-0.60
1164,brittle,-0.60
1165,broader,0.40
1166,broadly,0.40
1167,broke,-0.75
1168,broken,-0.75
1169,brokenhearted,-0.60
1170,brokering,-0.25
1171,brood,-0.60
1172,brooding,-0.80
1173,brothel,-0.80
1174,brother,0.40
1175,brotherhood,1.00
1176,brotherhoods,0.10
1177,brotherly,0.75
1178,browbeat,-1.00
1179,browse,0.40
1180,bruise,-0.50
1181,bruised,-0.50
1182,bruises,-0.50
1183,bruising,-1.00
1184,brunt,-0.60
1185,brusque,-0.80
1186,brutal,-0.50
1187,brutalising,-1.00
1188,brutalities,-1.00
1189,brutality,-0.75
1190,brutalize,-1.00
1191,brutalizing,-1.00
1192,brutally,-1.00
1193,brute,-0.50
1194,brutish,-1.00
1195,buckled,-0.25
1196,buddy,1.00
1197,budge,-0.40
1198,bug,-0.50
1199,bugging,-0.50
1200,build,0.10
1201,building,0.10
1202,bulged,-0.25
1203,bulging,-0.40
1204,bulletproof,0.50
1205,bullied,-0.50
1206,bullies,-1.00
1207,bullish,-0.80
1208,bullshit,-0.50
1209,bully,-0.75
1210,bullying,-0.75
1211,bum,-0.50
1212,bummer,-0.50
1213,bumpy,-0.50
1214,bungle,-0.80
1215,bungler,-0.80
1216,bungling,-0.80
1217,bunk,-0.25
1218,buoyant,0.50
1219,burden,-0.75
1220,burdened,-1.00
1221,burdening,-1.00
1222,burdens,-0.50
1223,burdensome,-0.50
1224,burgeoned,0.40
1225,burglar,-1.00
1226,burglary,-1.00
1227,burial,-0.50
1228,buried,-0.60
1229,burn,-0.40
1230,burned,-0.60
1231,burning,-0.40
1232,burns,-0.40
1233,burnt,-0.50
1234,burrowing,-0.25
1235,burying,-0.25
1236,bust,-0.25
1237,busted,-0.80
1238,busts,-0.25
1239,butcher,-0.50
1240,butchery,-0.80
1241,butler,0.40
1242,butt,-0.25
1243,buttery,0.60
1244,butting,-0.60
1245,buxom,0.25
1246,buzz,0.25
1247,cacophony,-0.25
1248,cad,-0.40
1249,cadaver,-0.60
1250,cage,-0.60
1251,caged,-0.80
1252,cagey,-0.60
1253,caked,-0.25
1254,calamities,-1.00
1255,calamitous,-1.00
1256,calamitously,-1.00
1257,calamity,-1.00
1258,calculating,-0.25
1259,calculation,0.25
1260,calibrated,0.25
1261,callous,-0.50
1262,calloused,-0.80
1263,calm,0.75
1264,calmed,1.00
1265,calming,0.50
1266,calmness,1.00
1267,calms,1.00
1268,cameos,0.40
1269,campaigning,-0.25
1270,camping,0.10
1271,campus,0.25
1272,cancel,-0.75
1273,cancelled,-0.80
1274,cancelling,-0.80
